distance_across_time_1,distance_across_time_2,distance_across_time_3,distance_across_time_4,distance_across_time_5,distance_across_time_6,distance_across_time_7,distance_across_time_8,distance_across_time_9,distance_across_time_10,distance_across_time_11,distance_across_time_12,distance_across_time_13,distance_across_time_14,distance_across_time_15,distance_across_time_16,distance_across_time_17,distance_across_time_18,distance_across_time_19,distance_across_time_20,distance_across_time_21,distance_across_time_22,distance_across_time_23,distance_across_time_24,distance_across_time_25,distance_across_time_26,distance_across_time_27,distance_across_time_28,distance_across_time_29,distance_across_time_30,distance_across_time_31,distance_across_time_32,distance_across_time_33,distance_across_time_34,distance_across_time_35,distance_across_time_36,distance_across_time_37,distance_across_time_38,distance_across_time_39,distance_across_time_40,distance_across_time_41,distance_across_time_42,distance_across_time_43,distance_across_time_44,distance_across_time_45,distance_across_time_46,distance_across_time_47,distance_across_time_48,distance_across_time_49,distance_across_time_50,distance_across_time_51,distance_across_time_52,distance_across_time_53,distance_across_time_54,distance_across_time_55,distance_across_time_56,distance_across_time_57,distance_across_time_58,distance_across_time_59,distance_across_time_60,distance_across_time_61,distance_across_time_62,distance_across_time_63,distance_across_time_64
0.357574486898555,0.332018116008656,0.112259859928497,0.0612064329315593,0.380438680756058,0.354922649636869,0.309865098898358,0.303246770978898,0.179307303702113,0.288907254225112,0.129401694123214,0.0938634162139206,0.0992402648736233,0.0565486839039326,0.0130578239613854,0.0298838971201651,0.00292098980079508,0.183957767575085,0.381796858979366,0.546891354113582,0.546494115774977,0.479780639365337,0.464843766469123,0.450279939940673,0.284793460663808,0.410189209702941,0.196505406956656,0.597149544873748,0.54288029850377,0.477850010552593,0.416272239103001,0.435596058346836,0.292245543261197,0.651791323131256,0.476259395601106,0.240657960231397,0.0100949765071485,0.0316046325298185,0.0147553057596636,0.566982375711814,-0.0278421559515882,-0.339428785476546,-0.411719481093905,-0.0427216497978753,-0.00328984582945058,-0.124285360051291,0,-0.0775463011415816,-0.0831424082512525,-0.21172414974179,-0.157393451498422,-0.136356999129792,-0.289530464229927,-0.0820965185383934,-0.479397350883072,-0.213412715943874,-0.459072167904218,-0.566178501611993,0.0323466847801717,0.0047298958097258,0.317582227508227,0.11013953186874,0.0406527249156736,-0.00738163327735056
2.12788287289369,2.15434840678974,1.96721968132921,1.90824062325776,2.3301335563581,0.440006583802371,0.294424324644712,0.115033068046641,-0.048959550613356,0.0313907198544613,-0.131991176212066,-1.81683018322605,-1.88965226466208,-1.98556346390626,-1.96470852400746,-1.98890351098487,-1.88994371728204,-1.68443327502085,0.734881127898622,2.1702232388872,2.19373379564443,1.75244470840747,1.82121994974012,1.56903856400267,1.53589723311204,1.3305055459637,1.24730699107879,1.82568147098246,1.7228778696015,1.42030596108233,1.32210300142583,1.17797514940629,1.08537492542425,2.11335650191025,1.03609781675271,0.930703647059562,2.25403323162314,2.16895277987043,2.28461392032382,2.43983285615729,-2.64209275496568,-5.19586188985445,-4.5602807666057,-3.93672426581354,-3.74397526225644,-2.81825212578178,-3.73581530157018,-4.40346816702804,-4.06248469701491,-4.69083282558666,-4.28248693194412,-4.68553960845791,-4.59809920193034,-2.8860727697042,-5.90725858055107,-4.97510734264127,-6.56513945439622,-5.60800363838803,-4.62521289147014,-3.59292834558999,0.111700584908719,-0.0478335853162537,-1.42133952526698,-1.81885637353679
-5.57975996892204,-5.49357809454424,-5.78352165022825,-5.95498791611459,-5.56813125287214,-5.06117701664811,-5.01979274951854,-4.92381528131111,-4.96615803108301,-5.02215160505444,-4.83974783153917,-4.41217459665997,-4.56343476934624,-4.6226400592506,-4.43114363731861,-4.64563281780805,-4.84894086396804,-4.26136131657771,-4.86800106715793,-5.23769299084558,-5.39533471743076,-5.39518928380689,-5.35748711548391,-5.46825530112302,-5.38523800776173,-5.59045801043616,-5.59610478047343,-5.30120726836447,-5.17176033424626,-5.26205957080493,-5.05498370496745,-5.3908709762963,-5.41309190432514,-5.28479257768197,-5.42432722621617,-5.43772968832303,-5.76216157409878,-5.83259114020674,-5.84782691464346,-5.32365498106736,-4.95227913782538,-4.31856504403677,-4.79422909011983,-4.7824273080972,-4.50389544249019,-4.70188864537311,-4.63093139278542,-4.52788005610413,-4.39440139219725,-4.4434859042883,-4.44466145427667,-4.41545064654968,-4.25361961078202,-4.5944855637168,-4.41459171019913,-4.75031196928474,-4.15450499416671,-4.2583370235414,NaN,-4.28873484165217,-5.19861135534682,-5.25075031798425,-4.59209253444897,-4.59532418860061
-0.0794055555803166,-0.0815093164569625,-0.0161880435849013,-0.0511208604502194,-0.115528744465936,-0.0652818216598758,-0.0463351949135005,-0.0632302252785282,-0.0325137863710898,-0.116130523294951,-0.099429560551078,0.171885383840528,0.188305414175742,0.225368473418152,0.262422475374302,0.243029635927004,0.234996569687024,0.13805082062869,NaN,-0.170013361627738,-0.213906856440185,-0.155360556466426,-0.162996111755899,-0.160692339669406,-0.134535829805394,-0.18062829250646,-0.0844543101800403,-0.21375970313664,-0.16071688135294,-0.188475365452422,-0.126210691474029,-0.213876586100235,-0.0651954762989595,-0.140812321967018,-0.236804587886149,-0.0960443634164352,-0.0229673474250417,-0.0527525306227599,-0.0618807782624295,-0.163947765430449,0.480944166815413,0.890656068565548,0.833705256311909,1.01942465896578,0.684937397073887,0.405669570493749,0.743002864801199,0.706840287359797,0.718284832722328,0.656537428385696,0.674856884227506,0.615686772768047,0.757725088010462,0.44757673246672,0.718382073922047,0.731644309049268,1.15758323281967,0.802346296164465,0.921270420885134,0.6464796045832,-0.0290237472545719,-0.0850482681476898,0.246037258641235,0.352032644517373
0.459738314799623,0.248831341278951,0.869531668379865,0.488494469055545,0.629798550295779,0.688553322584998,0.640308442662488,0.53791667116433,0.584890283759566,0.31956756320604,0.353230770904022,0.871253465857235,0.833334142725277,0.64421629814648,0.536402407065039,0.513257236820969,0.238463606371511,0.969608040844127,0.806398911884262,0.559333817725171,0.60115252590452,0.510990668140376,0.590759007900821,0.260274536765019,0.351636091927697,0.528862317756187,0.358430273268573,0.633396122390132,0.670196596601937,0.582321699093479,0.533268596988966,0.364649679028672,0.282949326412358,0.63750550827956,0.339813321453055,0.181381117234179,0.806990739415894,0.322684387074603,0.490320415556225,0.577270559405824,-0.510313061231201,-0.357554585950123,-0.477774937629582,-0.375214581885605,0.0930404092546135,-0.417142969316308,0.0414293107443013,0.0449656809396998,0.00244878509554963,-0.00708179163657503,-0.0639600417286247,-0.0643040925272835,-0.171552237387912,-0.523886928458632,-0.262087686699869,-0.259695207963024,-0.334804182870036,-0.45588516880459,-0.182263153006287,0.110928401717292,0.0965306475097622,0.100550502576121,0.0537881311303716,0.0169187580930623
-1.49173084641648,-1.48963704904589,-1.8426495053653,-1.86590058865499,-1.50511060511843,-0.821147622702133,-0.826716736173493,-0.768023572770622,-0.745822136528711,-0.752070558004219,-0.810966631948828,-0.452616563465892,-0.414087712628456,-0.431960776778783,-0.470690073575823,-0.365749014753145,-0.482812452650742,-0.400398764037708,-0.86344869988159,-1.24852603516656,-1.25845051930546,-1.25089692059357,-1.25424495498186,-1.20909494022604,-1.12264410656809,-1.2006106133432,-1.2881926489086,-1.05738684044302,-1.08325123118592,-1.02025856197493,-1.04453054744212,-1.01760083189196,-1.0783551109291,-1.09562454242391,-0.958912085801475,-1.0271421756226,-2.01752931871388,-2.09787503728067,-1.99550779625838,-1.28128273429341,-0.089808606291367,0,-0.0120844488091148,-0.0135034610999343,-0.0818452703305317,-0.0882571654687003,-0.0564609491440037,-0.0432750862722071,-0.077597654746212,-0.0491057990868496,-0.0385506886572395,-0.043652904427526,-0.038388901309083,-0.0960430276582205,0,-0.00615069601648658,0.12286488500448,0.00321621433644969,-0.00201071124177243,-0.110053490066001,-0.737420335522939,-0.799489338600216,-0.437468978412653,-0.372773542684165
-1.65958849753259,-1.70316785837239,-2.11542865362858,-1.91157062247625,-1.59548937137635,-1.7970960102318,-1.74304554672309,-1.9421747319028,-1.86201564845096,-2.06792383012105,-2.02717237388964,-1.88988448621781,-1.82384409358143,-1.89086110823448,-1.87058607134543,-1.98378094128444,-1.89659481045161,-1.82316091373477,-1.70459593578771,-1.49563392786417,-1.44842025760242,-1.59683677454975,-1.5455494868571,-1.74959104706068,-1.76744936088271,-2.04051650914177,-1.98611804763577,-1.57088332737756,-1.52640401821558,-1.71909805474132,-1.66799331267891,-1.93968280968499,-1.86602168445123,-1.44936114939265,-1.95120008514543,-1.93956661575046,-1.90768796026103,-1.81347069002011,-1.78392911083083,-1.43544916667329,-1.72674030387353,-2.01990998171091,-1.87331072562911,-1.83724389728087,-1.71945570608677,-1.72843920706478,-1.61149321726432,-1.89199139132987,-1.70153944370582,-2.03450757003482,-1.85216443905914,-2.08442433854484,-1.9806300831998,-1.97190592261755,-2.13875973033355,-1.94145037094109,-2.27036217159629,-2.02925446347711,-1.8711904812353,-1.61949918373679,-2.06413278488197,-2.10147304242783,-2.08563373984938,-2.03798790243089
-0.16748010891404,-0.192145263055853,-0.292494707122086,-0.115800490079774,-0.15812934547399,-0.020311432774713,-0.00846006290163962,-0.0215035988908267,-0.0103326223285852,-0.0708866363996283,-0.0480991163937045,0.167938548064289,0.165447144948916,0.252932987387654,0.240166023563095,0.226375450311151,0.237419597779402,0.0713259251089682,-0.0253414705179077,-0.0971879532444868,-0.0781294749358977,-0.137817655807231,-0.113387530018347,-0.207505616871102,-0.167778258901827,-0.250657285022872,-0.107382166871889,-0.0596738843531363,-0.0536247988653415,-0.0620697837501849,-0.0327473610434854,-0.104457754549989,-0.0719382643667177,-0.070941421601038,-0.15466232247978,-0.0891888718648901,-0.219527535675164,-0.186343498003522,-0.221649679877586,-0.106593322122083,0.0501177640141703,0.536499217068339,0.441152129362901,0.336544147451901,0.647244189064242,0.0679873329007632,0.569333535195789,0.673739950139263,0.64871961065477,0.606079291337887,0.605910652195601,0.554838625616621,0.443706353936792,0.174327717620529,0.719421189354982,0.680224617286625,0.868403551579485,0.632798102324784,0.572164098069379,0.584149397112674,-0.0704301685412669,-0.0602857018542551,0.0614501462756694,0.0937586038697183
-0.982341124738406,-0.921037483154029,-1.03699581690956,-0.813059533793397,-0.855065376753606,-0.247717146379052,-0.251171348149958,-0.211766019489398,-0.164219829753296,-0.24737582507645,-0.225985663043034,0.00152260815524419,0.0139057647758437,0.0381538148100941,0.0149220059879162,0.0366503429564303,0.0152080017591345,0,-0.28307839255266,-0.696300615885996,-0.673410686611462,-0.698727354138213,-0.687283337440543,-0.748315074556881,-0.774410192761446,-0.742282976782932,-0.650796412559449,-0.46907525368386,-0.473191250240305,-0.458108749997653,-0.458310964444114,-0.504159484617072,-0.424850051538449,-0.475142677222333,-0.476551354176872,-0.392056850988371,-1.00282544213245,-1.0284572010973,-1.01588599076086,-0.685422490467354,0.385768928167849,0.397585291478951,0.174182714655641,0.198303726247157,0.207654300692433,0.187455504447861,0.195692715723252,0.239610236250169,0.237515534898183,0.209159034224676,0.276097601302046,0.176958781932953,0.222512359996396,0.0921218983149773,0.486905175195973,0.462062585018952,0.470552572470393,0.5417565291585,0.299433798701536,0.179042748198158,-0.185598947502404,-0.161071696394323,0,0
0.228049136243113,0.190664050478917,0.108489831614609,0.106820953721319,0.279661558053371,-0.00603983189920898,0.00938081739171506,-0.0357455595560869,0.00847378374147045,-0.0708266254274177,-0.0485259116524288,0.0468592228647841,0.0721821959561604,0.0481667196712885,0.0661504790099645,0.0575457077575519,0.0870641142545667,0.0708057626783297,0.00182407718665178,0.285423488442824,0.270021802186718,0.181307047703448,0.148711833065834,0.0833544625198939,0.0637780929567829,0.0271742038759957,0.0463003753258922,0.177153859115692,0.156023093841499,0.0824584268597723,0.0581676969529661,-0.0288234303745698,0.0112582324496749,0.21294626064546,-0.0459495163057193,-0.032933266485878,0.140270726254111,0.151368570659966,0.139545755915177,0.316088802404247,0.306215022900718,0.351074304340767,0.436384949213814,0.406614387239846,0.116233294173683,0.347755487629468,0.172595960077931,0.14556837693249,0.255376607148646,0.160519264181697,0.274565205603215,0.257318564876431,0.379540947923525,0.157115748009189,0.127145033638385,0.274510276980564,0.469150403518745,0.480233293148262,0.2900848055032,0.123353817686759,-0.0823633110926061,-0.0508292137976072,0.0285862899006429,0.124680506528947
