"x"
-0.0572681198119734
-0.0469186542588323
-0.0834789467007011
-0.0775936705519749
-0.0893914854325378
-0.0198182537368103
-0.0113375701360599
-0.0420656540593987
-0.0293926090445138
-0.0444986238865599
-0.0504656105681159
-0.0770329748619613
-0.0910354916420341
-0.0833601674115239
-0.0951378185871137
-0.0839471973761253
-0.0953503537615862
-0.0770171378717946
-0.050334853575693
-0.111449250170138
-0.106217557270338
-0.0999320875985823
-0.10403389402982
-0.103960517339063
-0.0870700943181671
-0.0976721471141089
-0.0869626224258393
-0.0864753095207743
-0.0727333908500295
-0.0650909339681157
-0.0555409879913336
-0.0826629684474455
-0.063865118443968
-0.0919223227458918
-0.0867009625486207
-0.0780001850050615
-0.0817061822246191
-0.0859524230858551
-0.0892719526059755
-0.109023427364395
-0.108305448644353
-0.0981877580561996
-0.107001297720933
-0.131220244457375
-0.112962874124593
-0.0992666376477241
-0.117596712175243
-0.115341896246506
-0.120983697416415
-0.108356312973431
-0.11114153137402
-0.100322874259722
-0.0995919665860832
-0.107272683992411
-0.0925717399790081
-0.0803790112481076
-0.0889267593572267
-0.0904057658432415
-0.0787388574864749
-0.116567774960763
-0.0396172280582144
-0.0426379758818941
-0.0518624494342387
-0.0707568827610845
