timeVec_standard1,timeVec_standard2,timeVec_standard3,timeVec_standard4,timeVec_standard5,timeVec_standard6,timeVec_standard7,timeVec_standard8,timeVec_standard9,timeVec_standard10,timeVec_standard11,timeVec_standard12,timeVec_standard13,timeVec_standard14,timeVec_standard15,timeVec_standard16,timeVec_standard17,timeVec_standard18,timeVec_standard19,timeVec_standard20,timeVec_standard21,timeVec_standard22,timeVec_standard23,timeVec_standard24,timeVec_standard25,timeVec_standard26,timeVec_standard27,timeVec_standard28,timeVec_standard29,timeVec_standard30,timeVec_standard31,timeVec_standard32,timeVec_standard33,timeVec_standard34,timeVec_standard35,timeVec_standard36,timeVec_standard37,timeVec_standard38,timeVec_standard39,timeVec_standard40,timeVec_standard41,timeVec_standard42,timeVec_standard43,timeVec_standard44,timeVec_standard45,timeVec_standard46,timeVec_standard47,timeVec_standard48,timeVec_standard49,timeVec_standard50,timeVec_standard51,timeVec_standard52,timeVec_standard53,timeVec_standard54,timeVec_standard55,timeVec_standard56,timeVec_standard57,timeVec_standard58,timeVec_standard59,timeVec_standard60,timeVec_standard61,timeVec_standard62,timeVec_standard63,timeVec_standard64,timeVec_standard65,timeVec_standard66,timeVec_standard67,timeVec_standard68,timeVec_standard69,timeVec_standard70,timeVec_standard71,timeVec_standard72,timeVec_standard73,timeVec_standard74,timeVec_standard75,timeVec_standard76,timeVec_standard77,timeVec_standard78,timeVec_standard79,timeVec_standard80,timeVec_standard81,timeVec_standard82,timeVec_standard83,timeVec_standard84,timeVec_standard85,timeVec_standard86,timeVec_standard87,timeVec_standard88,timeVec_standard89,timeVec_standard90,timeVec_standard91,timeVec_standard92,timeVec_standard93,timeVec_standard94,timeVec_standard95,timeVec_standard96,timeVec_standard97,timeVec_standard98,timeVec_standard99,timeVec_standard100,timeVec_standard101,timeVec_standard102,timeVec_standard103,timeVec_standard104,timeVec_standard105,timeVec_standard106,timeVec_standard107,timeVec_standard108,timeVec_standard109,timeVec_standard110,timeVec_standard111,timeVec_standard112,timeVec_standard113,timeVec_standard114,timeVec_standard115,timeVec_standard116,timeVec_standard117,timeVec_standard118,timeVec_standard119,timeVec_standard120,timeVec_standard121,timeVec_standard122,timeVec_standard123,timeVec_standard124,timeVec_standard125,timeVec_standard126,timeVec_standard127,timeVec_standard128,timeVec_standard129,timeVec_standard130,timeVec_standard131,timeVec_standard132,timeVec_standard133,timeVec_standard134,timeVec_standard135,timeVec_standard136,timeVec_standard137,timeVec_standard138,timeVec_standard139,timeVec_standard140,timeVec_standard141,timeVec_standard142,timeVec_standard143,timeVec_standard144,timeVec_standard145,timeVec_standard146,timeVec_standard147,timeVec_standard148,timeVec_standard149,timeVec_standard150,timeVec_standard151,timeVec_standard152,timeVec_standard153,timeVec_standard154,timeVec_standard155,timeVec_standard156,timeVec_standard157,timeVec_standard158,timeVec_standard159,timeVec_standard160,timeVec_standard161,timeVec_standard162,timeVec_standard163,timeVec_standard164,timeVec_standard165,timeVec_standard166,timeVec_standard167,timeVec_standard168,timeVec_standard169,timeVec_standard170,timeVec_standard171,timeVec_standard172,timeVec_standard173,timeVec_standard174,timeVec_standard175,timeVec_standard176,timeVec_standard177,timeVec_standard178,timeVec_standard179,timeVec_standard180,timeVec_standard181,timeVec_standard182,timeVec_standard183,timeVec_standard184,timeVec_standard185,timeVec_standard186,timeVec_standard187,timeVec_standard188,timeVec_standard189,timeVec_standard190,timeVec_standard191,timeVec_standard192,timeVec_standard193,timeVec_standard194,timeVec_standard195,timeVec_standard196,timeVec_standard197,timeVec_standard198,timeVec_standard199,timeVec_standard200,timeVec_standard201,timeVec_standard202,timeVec_standard203,timeVec_standard204,timeVec_standard205
-199.21875,-195.3125,-191.40625,-187.5,-183.59375,-179.6875,-175.78125,-171.875,-167.96875,-164.0625,-160.15625,-156.25,-152.34375,-148.4375,-144.53125,-140.625,-136.71875,-132.8125,-128.90625,-125,-121.09375,-117.1875,-113.28125,-109.375,-105.46875,-101.5625,-97.65625,-93.75,-89.84375,-85.9375,-82.03125,-78.125,-74.21875,-70.3125,-66.40625,-62.5,-58.59375,-54.6875,-50.78125,-46.875,-42.96875,-39.0625,-35.15625,-31.25,-27.34375,-23.4375,-19.53125,-15.625,-11.71875,-7.8125,-3.90625,0,3.90625,7.8125,11.71875,15.625,19.53125,23.4375,27.34375,31.25,35.15625,39.0625,42.96875,46.875,50.78125,54.6875,58.59375,62.5,66.40625,70.3125,74.21875,78.125,82.03125,85.9375,89.84375,93.75,97.65625,101.5625,105.46875,109.375,113.28125,117.1875,121.09375,125,128.90625,132.8125,136.71875,140.625,144.53125,148.4375,152.34375,156.25,160.15625,164.0625,167.96875,171.875,175.78125,179.6875,183.59375,187.5,191.40625,195.3125,199.21875,203.125,207.03125,210.9375,214.84375,218.75,222.65625,226.5625,230.46875,234.375,238.28125,242.1875,246.09375,250,253.90625,257.8125,261.71875,265.625,269.53125,273.4375,277.34375,281.25,285.15625,289.0625,292.96875,296.875,300.78125,304.6875,308.59375,312.5,316.40625,320.3125,324.21875,328.125,332.03125,335.9375,339.84375,343.75,347.65625,351.5625,355.46875,359.375,363.28125,367.1875,371.09375,375,378.90625,382.8125,386.71875,390.625,394.53125,398.4375,402.34375,406.25,410.15625,414.0625,417.96875,421.875,425.78125,429.6875,433.59375,437.5,441.40625,445.3125,449.21875,453.125,457.03125,460.9375,464.84375,468.75,472.65625,476.5625,480.46875,484.375,488.28125,492.1875,496.09375,500,503.90625,507.8125,511.71875,515.625,519.53125,523.4375,527.34375,531.25,535.15625,539.0625,542.96875,546.875,550.78125,554.6875,558.59375,562.5,566.40625,570.3125,574.21875,578.125,582.03125,585.9375,589.84375,593.75,597.65625
