chan,018ab79008f2e342,04b28b5356eb17bd,0a0e092a0c1e6c8f,1291ad7d784e90e5,129c99e90c45f38c,13bef9b0362773b3,1559fd3bafe5582c,19068f1fe266c5e1_1,223dfd3c429d0e79,26ab3771b0c195f5,27a31ff4f251781a,2968df3b1e9bd676,2e6f06d6e89db2ca,2f7c7b90372f9c9e,3036fe9bffd01a2a,356c77bfd2662b9a_H1,356c77bfd2662b9a_H3,37ddc3bdb7342c83,3b8a90cfec1e6dab,4dc16bcffc6daf9b,4e65b329e7e27005,4f94a7cff1582ba8,533a774ad52b045,53e7528dd1a9b39c,5739286752f82402,5a5918ffce98de10,60197350a0c2b888,6cfb6838a570c17c,724143462c318037,791ae888506dc374,7c793519c38db522,7d5750a1b70460c2,80d914dc5270b2e7,8107271d26b4e6ce,841f7d890725a452,861c06b5c483cd72,8b8bb53a403750d9,8d9ffe6a6752d2af,91ce1477c08b672c,92eff34d631e5d43,93af9133e6fa6cf5,9ab142ee3786b57b,9c490673610ca32b,CognitiveSystems-KU,ENSLab,TMS-EEG-DREAM,The Hanncanny,a28bd183f8dca47f,ac0f676d6813a969,b3a91f02d3e5a9b0,b47e0e61375f4d31,ba2732f7a065a4b9,baba120af1f1caca,cba9657d4b55f7ca,d18fa8d3caaf88cf,d5c8ed05b7af02a3,d9a070789fe1b133,db40ed62b3cf9ae9,dc50b9e1e4c36653,e37fd347e252962c,ee3fdc470061d8db,f2101fb6fdd45635,f68b7096e0e9c0d2,fc67513ed5c4b400,ff8cd5ce3123a097,gNeC,08de3c5e092173e4,0ba1c7f1dafc1134,0bc9ee704db74104,19e8ad8bf94af489,344dd59ded90cb34,48e64dc185199502,628a18bc8a3d36dd,77fddd91c557626d,7f3fe2bc79a9d3f9,8559e4d7314e45ec,8c587a4cbf53865d,90420442f22fa870,CIMHPipe,TheCodeMechanics,Varuwa,a0cf32754296214f,a25b8419335d2131,aa6aa366e9788967,b0edd369b6d8f4f1,bd3077a83b5b16bd,c0c75576f9cd0b2a,c577d3cdf78548ce,c91e489c4acd0bf4,da33cf2264c9baa2,e13e7e07b99d853b,e146a94b29a41713,e2d0d90e5cf594ed,e69a83408d1f3811,e72d90a6ff4b5108,ea6b1d1870708b82,ee8c062e3dc35b1d,eef1406b3fca3e9c,f92a1d6a49d0d40a,ff8bf48d04d11c84,02b9138753429402,03f53ea2afe035fd,0c87f7355ce7ec6d,3c8c07696fbd0314,3dc2c5916354971b,Chile Maule,Kaiser Soze,TeamKeele,aaaaf00cc3912121,ae58d64de88cfd4e,b78245f9464a1398,d58e77448897a421,f51bd6c2779b2256
FC1,-0.733183394524861,-2.57313121194867,-3.86833384091204,-3.19073991041932,-2.26995826205897,-2.51540929919299,-2.38809638508359,-1.75396139492436,-0.136186586146451,-3.09564522552732,-2.07795686043877,-3.85007657588582,-0.0749143905316254,-2.92754425133832,-2.88384513282264,-0.548309570959195,-0.596536386682831,-0.58257308621618,-2.38876174024578,-3.96558627130152,-3.78333137436497,-3.33168300765133,-0.152789757445906,-0.961923644331492,1.12686712178722,-1.42856150826814,-2.08162780084773,-3.85316231413218,-3.01946890308745,-0.155947871772117,-1.0982966805362,-1.0194090799154,-3.78525078147855,-1.09352258064152,-3.97168887341421,-2.26432701606802,-4.1607059365082,-1.45668699475872,-2.36111109774719,-1.24040265776443,-2.3521372151721,-1.73553607467976,-1.5404276876502,1.09556835778054,-3.9267200324896,-4.06090668681047,-0.111932569516941,-4.27583739080161,-2.98036855010479,-0.574601083716764,-3.67134993581856,-4.03688083052348,-1.99360995573057,-2.41979746182621,-3.32827219962253,-2.34513037169585e-06,-1.08958106600877,-0.193242715377894,-0.723172731620591,-1.01629690219168,-3.31100679079158,-1.01258192191249,-2.29837876628859,-1.88446940962846,0.00588447151465838,0.149694282531996,3.09268045105954e-06,-8.15298987444032e-06,1.27860194378205e-06,1.00776744344337e-06,NaN,-2.79550167494053e-06,-6.45420757216402e-07,-1.43759694104517e-06,1.01579211638747e-06,8.80815012092567e-07,-1.3191562625278e-06,5.72393014230954e-07,-1.30635311537927e-06,-4.96848148207557e-06,9.84371561556104e-07,-3.58324432041131e-06,-2.55440163028432e-07,-9.00529361841205e-07,1.29292571466608e-06,-7.31536787132868e-07,-5.04240581087536e-07,-2.90264856751106e-06,-5.43021009757221e-07,1.47814534699795e-07,NaN,-1.13628057793889e-06,-8.00047492632176e-07,2.17312602315749e-06,-2.53154802296667e-07,-1.02554157155658e-06,-4.43017070085888e-07,-5.666711520765e-07,1.50500138369211e-06,-2.95334196115012e-06,1.3602599752685,1.95465039073156,0.0564297915975385,-1.74521880231685,-1.81756809131423,0.0164523837653258,-2.42289414285422,-2.49104783058523,-4.01489733071305,-0.226839376406587,2.26069691675811,0.937689256893661,-1.02815156548796
C1,-1.28024547250772,-2.02000979308128,-3.48723944961187,-3.96671135414679,-1.90229741645732,-2.04972750116294,-1.93460857046149,-1.71580767571946,-0.369860691025458,-2.8789499003707,-2.90413700356536,-3.40823348461076,-0.780413965535751,-2.45203321607319,-2.9182883760318,-0.522310470422551,-0.544099811774989,-0.801861579257129,-1.85022237755003,-3.45345446965131,-3.33011384765415,-2.90768646258738,-0.873530577190898,-1.15514484819213,0.441767559670292,-1.48640324273621,-1.81036728559724,-3.38228687280199,-3.02286023902899,-0.842932272523717,-1.75177845542203,-1.37713770520233,-3.32256261321021,-1.89007959687476,-3.36488145407156,-2.01950172599682,-3.98160001413881,-1.53264522058318,-1.8661141087219,-1.44066037201661,-1.90529003973599,-1.27055319373007,-1.33078866471778,0.85852333695411,-3.55343712912343,-3.5085021410825,-0.691836994828608,-3.71440282764334,-1.20067803042313,-0.694899201692103,-3.21789880527938,-3.50744198889218,-1.83491923658158,-1.92079148095129,-3.26891476471111,-2.46300729740708e-06,0.751222009234356,-1.26600813729495,-0.801851141679591,-1.75971586006985,-3.09350094179503,-1.57026652743162,-1.83185201674474,-1.60350429856529,0.360291193560492,-0.422526061247959,3.61386431695938e-06,-5.75958877859571e-06,2.14575390143298e-06,9.32152610610605e-07,1.78462579636721e-07,-4.18116597183433e-07,2.6577498365062e-07,3.02524168382945e-07,2.50878095144027e-06,-1.53408046939042e-07,5.88921131228551e-07,-1.18825302545626e-07,1.06965562376572e-06,-1.60225579896068e-06,1.0139438875044e-06,-1.11908461261382e-06,2.88691809165313e-07,-2.78472288460886e-08,9.62693906383506e-07,-1.19962645177821e-07,3.63004344644031e-07,-3.9447218873208e-07,-1.11095764411273e-06,-2.03725745229872e-08,NaN,-4.80309319991641e-07,9.01217412346665e-07,1.66683964142322e-06,-7.07268404702914e-08,8.16433650167407e-07,4.72466711410778e-07,4.09381393861815e-07,2.56139766506611e-06,-1.13150513332272e-06,1.14279167270334,0.734587327527711,-0.716140020367587,NaN,-1.57339765910415,-0.743758712834731,-1.94977833056748,-3.29774893240798,-3.5075579833959,-1.20677382252544,1.75861819300434,-0.0278644803842868,-1.84047809957293
C3,-1.05294154939533,-1.5198273549275,-2.92365217841033,-3.54711515483249,-1.43237707151142,-1.49430770049841,-1.47185585566133,-1.27974700037118,-0.244837054528921,-2.46899357232068,-2.53078638607015,-2.89384163877894,-0.556694363079378,-2.08831442660779,-2.55114306537717,-0.247847391573496,-0.262663106972615,-0.540082539751599,-1.29048909003004,-2.94340843033076,-2.84434265914759,-2.44503465687892,-0.645093956437771,-0.853392305796756,0.700388567091143,-1.12281449693037,-1.15441494117704,-2.91566036055095,-2.6426010169262,-0.638146302914435,-1.32554210660843,-1.046189932431,-2.84801953804189,-1.44730263878475,-2.86061430570333,-1.44774031438211,-3.35204977954458,-1.17327600396104,-1.36915175732788,-1.35611149874713,-1.40007114533871,-0.995204532582482,-0.922119304020465,1.02580064517478,-3.02810147945737,-3.0138067070872,-0.494217651683232,-3.23117334973795,-1.13616070569127,-0.421055791466973,-2.73631559106837,-3.00192677890548,-1.30415340693611,-1.46727127997343,-2.84752270360258,-1.98620293798395e-06,0.675081862418941,-1.00135393310325,-0.525205502861254,-1.42609496786015,-2.59167083610137,-1.21395258775581,-1.32677448993652,-1.18797295389231,0.371810880682453,-0.24086662261474,3.3440161277462e-06,-5.60382839735625e-06,1.75147287125985e-06,6.09230420491474e-07,8.03584265849905e-07,-2.50640954132822e-07,6.99106354490499e-08,9.9209267023781e-07,2.39715061968754e-06,-4.99308472803463e-07,6.53306396886268e-07,-2.92646490625733e-07,1.20217576779575e-06,-1.3463864588478e-06,5.1242139716597e-07,-5.88817680512544e-07,-4.90111953715114e-08,1.69207777126512e-07,4.85894567248124e-07,-3.77272471256895e-07,5.52240126688359e-07,NaN,-8.31683540458583e-07,-1.05651877980291e-07,NaN,-4.22530875580791e-07,7.6671335333148e-07,1.28841830618595e-06,-1.30176385112229e-07,1.02204868829449e-06,5.07979353126974e-07,3.77600613026543e-07,2.65874603163259e-06,-1.1547200424881e-06,1.24600925985753,0.8672320075974,-0.513734586179703,NaN,-1.206311840276,-0.47105220178062,-1.35472542504092,-2.85178315080374,-2.96827143227577,-0.973403408214157,1.74016540403401,0.175426211790318,-1.41005586754076
C5,-0.43603844865404,-0.961751130126732,-2.35539860705459,-2.78309943169506,-0.874080442722341,-0.837614806680029,-0.946765193542053,-0.696923309800623,0.0484266848497082,NaN,-1.80497238981601,-2.29693357898581,-0.0455096767753298,-1.70343157553791,-2.00988852415196,NaN,NaN,-0.0166734558250285,-0.488484415724607,-2.39054372299144,-2.29336886041394,-1.87767044732382,-0.1213650494461,0.026955285818334,1.18043491918819,-0.575178192131806,0.524495043106808,-2.37897012924093,-2.08866050643282,-0.0999311652355545,-0.539120691835706,-0.232285269125578,-2.29698531116428,-0.704093978221805,-2.26208875060579,-0.716736566806122,-2.63702432601649,-0.610894466803561,-0.810820855857091,-0.755626516400794,-0.873248679671587,-0.688144548632665,-0.4858085995245,1.42366757243698,-2.42974177346993,-2.46223309652279,0.00565709336173734,-2.65256764717174,-1.30201414852776,-0.0115926842349423,-2.17992148112208,-2.43124617762817,-0.792852487529139,-0.889654794557378,-2.20922732424535,-1.42060382135324e-06,0.466672832089843,-0.346394386141851,-0.0943557175374064,-0.709715813986317,-2.00553237550607,-0.649455400890627,-0.706349689755683,-0.664938220839152,0.399469309782224,0.189841428487632,NaN,-5.66197887206782e-06,1.20314559913583e-06,4.90334430044445e-07,8.58305370319144e-07,-5.05185771949142e-07,-2.29234646241569e-07,1.28346181416106e-06,2.27341846530663e-06,-6.79496252826773e-07,4.89117968968751e-07,-2.10770875005058e-07,9.83319585164584e-07,-1.37226347381632e-06,3.73399670240987e-07,-4.78703557601793e-07,-3.91251215022108e-07,1.13291094539284e-07,8.06654713395953e-08,-7.69057889855999e-07,6.42682663343556e-07,NaN,-2.29271463617776e-07,-7.68455629096217e-08,-1.35594208483188e-06,-5.05204817293568e-07,5.23506262555195e-07,9.64897706192815e-07,-2.40222704753302e-07,8.26293265944425e-07,3.80239906793246e-07,1.24459965242998e-07,2.51521094650865e-06,-1.37597241215796e-06,1.60200962598444,1.38674397559704,-0.000898295101520011,-1.07995396086963,-0.806922176330453,NaN,-0.775059293232668,-2.23479757700384,-2.31701787487647,-0.414598015613485,2.00014199817048,0.765732283614577,-0.700844860211362
T7,0.016208055424457,-0.332537066219657,-1.63098603491836,-2.24120901338227,-0.292247930441682,-0.362751596601495,-0.463496857973061,-0.00524756971436241,0.312019432004613,NaN,-1.15128707604405,-1.76682565740493,0.3049233354925,-1.38854930178125,-1.46770972720491,NaN,NaN,0.356697727451007,0.00982593014071296,-1.82931681048156,-1.78510014526076,-1.29601539562382,0.497002416581969,0.607447264687807,1.69636754232225,-0.0510942555166083,-1.15146710035024,-1.77881122124959,-1.45417389232273,0.367248894065863,0.121294024833939,0.553837754427245,-1.73478636702076,0.0399519943173276,-1.76771263876088,-0.0650417704661774,-2.42763682869109,-0.192265837280767,-0.397152620877624,-0.416549534014793,-0.458763267440401,-0.513017135978596,0.0518585373547963,1.79498908690765,-1.76184859443773,-1.9658490222601,0.537368573478571,-2.03899375341971,-1.44322698952943,0.315171220272697,-1.62503032732919,-1.81012934874666,-0.283716238066178,-0.416024788612067,-1.68031536179695,-1.06296247312662e-06,0.159645008600571,0.214826689586659,0.391329772397106,-0.0935170245827223,-1.4379389054827,-0.11974071973124,-0.0934056907685267,-0.261945990205277,0.304641132877822,0.466839715157579,NaN,-6.02065913719316e-06,1.08756990897441e-06,5.2952916088333e-07,NaN,-1.1202711912606e-06,-3.84959188808926e-07,1.12495902460097e-06,1.88477272253997e-06,-4.50227868885701e-07,-3.50726845492015e-07,-6.83710095946329e-08,6.99777392261303e-07,-1.65435889892313e-06,NaN,-6.63916767596254e-07,-5.50645116251499e-07,-1.51882254436597e-07,2.4260128020959e-08,-1.00354514953268e-06,4.82330989370894e-07,NaN,4.52601850732128e-07,1.36284645225647e-07,-1.68691295243661e-06,-5.97964783470615e-07,NaN,9.38291885723495e-07,-4.13182810009249e-07,2.41544339492824e-07,1.95859990690585e-07,4.30901209932355e-08,2.01871968499099e-06,-1.58632665782458e-06,NaN,1.98334602237811,0.715034375460617,-0.479510114001149,NaN,0.624271781406688,-0.119791742328039,NaN,-1.69141215938265,0.296855982339106,2.33106418498053,1.45492593585445,-0.0626785527752009
TP7,0.30082926734567,0.838127371615194,-0.601274755785731,-1.78205315663357,0.724797890911989,0.935706389690788,0.755959096187533,0.740334856446522,0.301973103514297,-0.534445876796337,-1.04826956229226,-0.678250094198368,0.240911140497366,-0.170599649467146,-0.773300938609273,0.547554239983473,0.570933081976355,0.51162881734828,1.30498105961652,-0.679392321710026,-0.662951331528026,-0.336727183612356,0.25347197413294,1.12515617357618,1.50134531991531,0.574027910782409,1.38168519479351,-0.70702395628953,-0.872767794193551,0.257308967696089,0.631460082697837,1.12962959106194,-0.608843011713584,0.395975725196875,-0.519393943558055,1.03852608775817,-1.0122651386321,0.517641869083062,0.846172510235783,0.331907674257474,0.722507109169406,0.407428181151956,0.430876148392487,1.67076752154923,-0.688310598455825,-0.733439111947428,0.311788882755469,-0.866224377029466,1.05073189895323,0.497847257172742,-0.527531738854822,-0.681692708963554,0.527441915538943,0.701867221792892,-0.788024436748528,-2.762840927306e-07,0.631693033219287,0.014206374613132,0.662551446210403,0.288076058674528,-0.474641954026008,0.597377461559247,0.960841022253112,0.6301548841487,0.401068131542452,0.184763732219789,NaN,-3.47623995668473e-06,1.23687124201337e-06,-2.03527232263753e-08,1.67241080448272e-06,-2.66127745941379e-07,1.97818975584079e-07,2.32080806017443e-06,2.2505945807869e-06,-1.0867699555895e-06,1.15722444055615e-06,-4.45325261111407e-07,9.63726948587474e-07,1.9271353385813e-06,-1.74909841374892e-07,3.24118491433195e-07,-4.94379514780586e-07,3.37279394500887e-07,-6.7272658468758e-07,-7.50689464361564e-07,8.99218915302044e-07,2.22073194408674e-06,5.09948640468986e-07,4.6327779161736e-08,NaN,2.34330698845042e-07,NaN,2.980274404098e-07,-1.39624174702322e-07,8.60966280518396e-07,7.64185663866335e-07,1.77163685472778e-08,1.94600970575486e-06,7.40315794682071e-07,1.77136999085115,1.4309404530548,0.276516155529853,0.0520186990365705,-0.10931718054554,0.340872747000977,1.08393934983528,-1.49259302275985,-0.45068820309216,0.108789554088734,2.02864635939761,1.25347911681492,0.375190909316573
CP5,-0.288453457302019,0.479538708932303,-1.03559046466317,-2.47675645835158,0.372241482390279,0.496483866293394,0.465707114227625,0.244692387016403,0.119171433128319,NaN,-1.74078928122375,-1.03602721058585,-0.280586332060325,-0.34911317870931,-1.15783020653621,NaN,NaN,0.070046988923533,0.664104522244694,-1.02623056064773,-0.983384166427916,-0.654646074466058,-0.301096255299541,0.424831078813851,1.13038547057915,0.130188511869262,0.215884171457084,-1.08455485157789,-1.30353861225938,-0.280122502556428,-0.160048828625198,0.253149020601033,-0.979267942711785,-0.40734114723757,-0.8777729558448,0.528021355809005,-1.43318118609119,0.107469792632366,0.49585737373177,-0.147766276813028,0.441637759639751,0.374256660958936,0.347720218878337,1.30129914892669,-1.14367138967249,-1.08661435892855,-0.183863827883979,-1.23484345671744,1.22256832074053,0.165507629378805,-0.88007111061934,-1.04425549434277,0.224434523729606,0.431404992859844,-1.31290683357081,-4.73571367142e-07,1.38497181555651,-0.686841141643546,0.304502168141778,-0.425709534756312,-0.856270765869676,-0.184054476522232,0.566627144065657,0.34381009733382,0.625030912097195,-0.177023875009682,NaN,-3.03732103688934e-06,1.5235972988181e-06,-4.90645536484544e-08,NaN,6.09656630202973e-07,4.1445031293754e-07,2.02252085640398e-06,2.79110092075522e-06,-1.24460139821195e-06,1.63413383199551e-06,-6.76047425685056e-07,2.0333801394441e-06,2.33604333399137e-06,-1.58473004362212e-07,5.66009983448236e-07,-1.43888463122525e-07,7.28426483791388e-07,-6.18635723981242e-07,-4.88613351045546e-07,1.11147744110157e-06,NaN,-5.28990382304961e-08,-1.04055197697352e-07,NaN,3.06652247379425e-07,1.31124076735938e-06,1.65453881975557e-07,-1.63262355004366e-07,1.73114685770253e-06,1.03284925495774e-06,4.48692631117138e-07,2.5407354972241e-06,1.0437519891345e-06,1.43724524712866,0.874101123524374,-0.304596640377772,-0.414230259238386,-0.312850660485781,-0.203841875487366,0.595611173428826,-2.20827728225496,-0.857666817288096,-0.49213238844373,1.58657235067111,0.587224645164689,-0.372373643175683
CP3,-1.01283701706791,-0.243211246617703,-1.79831006837012,-3.46952153670818,-0.353624797200389,-0.275258228894754,-0.285850109990968,-0.561084694918245,-0.299110733457846,-1.61979429759265,-2.62049290717308,-1.77517597212202,-0.936964683461905,-0.931519623131449,-1.94104506075382,NaN,NaN,-0.519018789702166,-0.160904943277793,-1.7268824111388,-1.71326222374207,-1.41321796600094,-0.994629634671252,-0.245896102937539,0.534804874572347,-0.584606923894141,-0.559177844759498,-1.79267538446912,-2.05149393802196,-0.946597932598017,-1.19643207826069,-0.735368136387093,-1.69301482114412,-1.43239496205479,-1.6463119142481,-0.38137331692253,-2.37873643308047,-0.616678370988014,-0.23585112641239,-0.992375174142195,-0.245009455806341,0.0329114054044535,-0.200143206630985,0.818611049224499,-1.97054778294114,-1.8045458454259,-0.815092490481202,-1.99807584709802,1.16277142768477,-0.373085090938151,-1.59550966390155,-1.79679573994815,-0.445150911069541,-0.257677299017557,-2.11037547947947,-1.22213423199099e-06,1.97029869777687,-1.50799381278825,-0.271644376911038,-1.33522360912063,-1.62411028939651,-1.02796873025411,-0.192925319240212,-0.313805453358024,0.628473833704043,-0.702290886161423,2.7514100421953e-06,-2.9159307224156e-06,2.25801795296972e-06,1.41033013151647e-07,2.60071403195552e-06,1.26645111206161e-06,7.13947570208154e-07,2.60614610181342e-06,3.42972013682315e-06,-1.12041155806296e-06,2.04598089699933e-06,-6.9449899058327e-07,2.66701531937873e-06,2.33640594731121e-06,1.69646338041369e-07,9.45461135402261e-07,2.80197684098697e-07,9.12949063418141e-07,-1.6956946871565e-07,2.85565706569673e-08,1.16153922875965e-06,2.08813424571665e-06,-8.87848555537205e-07,-2.31113943619218e-07,NaN,4.22974852745588e-07,1.90181423266894e-06,5.74781212928341e-07,-8.704329237314e-08,2.2395197202162e-06,1.26069304232343e-06,9.06491205546789e-07,2.96654992173428e-06,1.07476621806768e-06,1.00172430359425,0.245573147084833,-0.980684106018894,-1.1230341071062,-0.807039014188087,-0.923956029455194,-0.200702910027739,-3.04908820412116,-1.78395831101294,-1.3167185606866,1.21790544813319,-0.236033637639242,-1.37240446234278
CP1,-1.54345578500399,-0.909750086071929,-2.52847680322252,-4.15123629347995,-1.0020579622701,-0.907726252624558,-0.914956571865069,-1.23849387536757,-0.608664352151747,-2.2641111776674,-3.24835366932287,-2.42781188127801,-1.41389689832377,-1.49992388873149,-2.53658004216803,-0.443642456157396,-0.441785347196415,-0.924375763854407,-0.845182270654255,-2.42820975420991,-2.35524885915514,-2.07734498127618,-1.48565748109626,-1.38938711504593,0.0323243005247402,-1.15618573294692,-0.89324904907464,-2.4176810309137,-2.64117340874902,-1.42735803564493,-1.85780847361699,-1.35732206562149,-2.33611632439695,-2.08851909203811,-2.31362564835092,-1.17394227158027,-3.22590437012445,-1.21190676325932,-0.871741066478993,-1.24197349743741,-0.871107841256272,-0.348850036046122,-0.788650390720794,0.450703796198171,-2.6470961573703,-2.4519357816329,-1.25640760661813,-2.64536648764488,1.22402763153509,-0.856629847347821,-2.25773979722652,-2.46059130468809,-1.10342962499661,-0.913530360592172,-2.68491196910018,-1.87500928509713e-06,2.04112079701471,-2.03075422641382,-0.700026283371609,-1.96864130396885,-2.29772268722126,-1.67968695164214,-0.870833285110432,-0.875384195765946,0.606150067341932,-1.10527072980003,3.07331970040811e-06,-2.92241041574969e-06,2.5546276109644e-06,3.24895014377772e-07,2.69576699559703e-06,1.23144820218465e-06,9.55532543917508e-07,2.79945996606301e-06,3.35216882325023e-06,-9.10493160516222e-07,2.07969073574464e-06,-6.42886778353298e-07,2.67010068627673e-06,2.17553286211459e-06,4.22224988224943e-07,1.07567062957902e-06,6.21467893066355e-07,8.19034459970618e-07,1.71364165901127e-07,5.24345437103227e-07,1.03618894819351e-06,1.95527288819145e-06,-1.42335708818724e-06,-2.194120534822e-07,1.97276553783674e-06,4.60959501195775e-07,2.10355001027379e-06,9.21678735056902e-07,-2.29721469660336e-08,2.17546980596842e-06,1.37648034674797e-06,1.02661317082381e-06,2.93581846972991e-06,1.21362441897569e-06,0.679459910417972,-0.189022490608112,-1.46717377357509,NaN,-1.2144167145603,-1.46811370924319,-0.80818626711146,-3.64691346426856,-2.37196722183149,-1.85043843094403,0.99307136601171,-0.80697202423341,-2.03899127367756
P1,-1.20579604003955,0.638425878004519,-1.03484941036864,-3.43991685681271,0.389597283779747,0.512099350620441,0.591878571662706,-0.16954716441532,-0.740411025009531,NaN,-2.78898185554014,-1.01439806314261,-1.56914646727507,-0.120728124263802,-1.64092208522212,-0.366065020294333,-0.338354166898162,-0.843504809913657,0.416381384678451,-0.880654573030052,-0.921681626709272,-0.824344186298613,-1.59084752125835,-0.385696989343022,0.0482559998214409,-0.285560158337915,-2.21388425309495,-1.00001540367306,-1.72267037683703,-1.49748177935529,-1.08218441647659,-0.569552814002988,-0.874780244437706,-1.45192925594586,-0.833982718502974,0.296910372834663,-1.82755522591834,-0.302616682149901,0.612263216755094,-0.571683314897007,0.627027652097038,0.975269406822256,0.0412278016480748,0.15167278743431,-1.20913873037865,-0.975912770548882,-1.45027277641224,-1.10679312556284,3.51261852768738,-0.75917919240204,-0.808028915626178,-0.952713827674403,0.155821107677184,0.569926748729565,-1.5473969650991,-7.32720559004727e-07,2.40940564532172,-2.02492072811888,-0.33392873194297,-1.33028027013584,-0.992248060404947,-0.904551603169419,0.564693366553672,0.205544296729689,0.709009814469948,-1.52487163757435,1.68249387629217e-06,-5.95837893125794e-07,2.44997420966915e-06,-4.73102072453584e-07,2.86296234611772e-06,1.66504389939004e-06,1.40240683906127e-06,2.79950635606596e-06,3.46233845203697e-06,-9.96422493364109e-07,2.87114453992741e-06,-9.58741360908751e-07,3.10944332940463e-06,5.47934339000345e-06,-4.6938033161258e-07,1.27552839487927e-06,5.36082082105898e-07,1.41643229702802e-06,-6.44621837807658e-07,4.77651612484919e-07,1.42289702218725e-06,3.58582026197238e-06,-1.11971580245082e-06,-3.45698691921739e-07,NaN,1.38955152825215e-06,2.30631175711413e-06,1.29105621762406e-07,1.09743017984881e-07,2.58282371178073e-06,2.00493096086217e-06,8.32738748206821e-07,2.55807885947213e-06,3.30910904438042e-06,0.310356555591459,-0.244850294316637,-1.7349176854059,-0.827500056207788,-0.928611354414528,-1.65112729429975,0.501709507139891,-3.32396825078281,-1.00418506938704,-1.64439422724562,0.285501366668069,-0.713745938040905,-1.31634892840395
P3,-0.393747870311743,1.74510574012035,0.0857039007365308,-2.37412613294925,1.41556607430443,1.58098563259165,1.63193139446901,0.860431224281589,-0.26120643733331,NaN,-1.83003059494755,0.0199638886019738,-0.878725023678484,0.816019141136745,-0.663588855885948,NaN,NaN,-0.168406568467617,1.59992763176117,0.108718220806442,0.112528533053895,0.233155122326979,-0.885645194931927,-1.51238000662818,0.754682336073143,0.61269706595412,0.239377136565437,-0.00139459395991541,-0.81423374035937,-0.841816313922255,0.0254720665398054,0.470825637201009,0.147594946305737,-0.379190673792306,0.243325095541632,1.4991013886094,-0.509541057394022,0.600693011322872,1.62339496833706,-0.0675759836078876,1.56351877466042,1.47765780267108,0.943060037564439,0.655335308164782,-0.173241732583847,0.077536835404467,-0.825186460509835,-0.0599052700196129,3.85634508943247,-0.0795566481101559,0.232872578411969,0.1040484386858,0.963602588592811,1.60514103162837,-0.575694883226856,3.51593064145478e-07,2.14166680734717,-1.23826871430642,0.384565236619045,-0.309864685089901,0.0773195086079765,-0.0136210675230737,1.62275348051517,1.06590269415756,0.645076989882432,-0.986447980159111,8.99486154033243e-07,-2.45032124069126e-07,2.03435886015109e-06,-7.84881106386575e-07,2.80673274251816e-06,1.50792114611721e-06,1.24696219798311e-06,2.70026202731088e-06,3.33157134903242e-06,-1.2666728328313e-06,2.92039103063265e-06,-1.0536739733169e-06,2.89435733389892e-06,6.06577037670473e-06,-8.01048544129764e-07,1.16270986654165e-06,2.84773503741083e-07,1.50759623118051e-06,-1.06900525786318e-06,5.45302445084072e-08,1.46766087111115e-06,4.14566377595761e-06,-3.05523586542763e-07,-3.00338211297568e-07,5.61104347566884e-06,1.44540459676577e-06,1.96422420868437e-06,-3.26841279401349e-07,4.34569680312653e-08,2.48521283643859e-06,1.85720088552443e-06,5.33456805409528e-07,2.30899989531102e-06,3.54472400800887e-06,0.767495615224225,0.30859548733969,-1.07245319169873,0.0656352838890904,-0.425470149650947,-0.927947373082203,1.5920703701303,-2.4100191953723,0.0824706786766966,-0.848977569794062,0.658992406414783,0.0970157397198523,-0.251371893290813
P5,0.358901909223259,2.59758662282856,1.00888019220697,-1.36060075608971,2.29549353307753,2.50545168969365,2.53357943567377,1.74582731855257,0.209457443179127,NaN,-0.919744246765428,0.870807902833372,-0.271944666125041,1.60922161176991,0.232890600103396,0.469156355670867,0.516283481946271,0.472747246593688,2.59592642860177,0.912896435283437,0.969459370112592,1.13689087222512,-0.184559185565873,1.65892622115978,1.39201487612942,1.39905559986614,-0.703152710651419,0.838047049541319,-0.00298671452995626,-0.181440645085667,1.13038846598162,1.52968793491174,1.00483084886563,0.634146946316666,1.17597565236155,2.46781826329215,0.568769345362735,1.34555328018212,2.48385198946693,0.253780285355099,2.33418513038619,1.73750276255158,1.5479567001478,1.19218176380465,0.763656086219602,0.906736449392374,-0.203408566893465,0.818032420762109,4.18176481184424,0.556104278314954,1.09148059937828,0.978979116212063,1.79424915275351,2.44214246143596,0.330394528552213,NaN,1.68829652599313,-0.477708786076413,1.07763358260974,0.724576636829009,0.985316009873899,0.855960224023905,2.52808834265711,1.8217823441834,0.676807215166518,-0.430526682440276,NaN,7.28254421615433e-08,1.55104359271558e-06,-9.91458071960619e-07,NaN,1.06298923505867e-06,1.00570809969509e-06,2.88204982046292e-06,2.80680581171868e-06,-1.63299776567032e-06,2.84714973730615e-06,-1.00999349207006e-06,2.3323912480042e-06,6.41520900347986e-06,-1.09664484647429e-06,1.26292044996896e-06,-1.16255546347892e-07,1.3916261044263e-06,-1.38428635665377e-06,-3.2444573164119e-07,1.35496875763863e-06,NaN,4.73661499406285e-07,-2.34411088169869e-07,NaN,1.45209194015189e-06,1.4736179447065e-06,-7.15303533361362e-07,-1.83264617818175e-08,2.11822271442984e-06,1.65030987458846e-06,2.80396603121365e-07,1.98217186836604e-06,3.83549868274713e-06,1.22268274798879,0.805544697754403,-0.417005490591094,0.827439474093815,0.162556376018363,-0.274555465191291,2.496117525528,-1.56112999663182,1.01762787801023,-0.109888468436444,1.156550126199,0.85396280864191,0.778728934145181
